Date,Open,Close,Volume
2020-01-01,100.78201348730781,100.82287559221794,2336
2020-01-02,99.97682027356879,99.57025377334793,1164
2020-01-03,100.10369733960849,101.74440856480369,3361
2020-01-06,101.71539702740718,103.21921392342249,3068
2020-01-07,102.31905734495612,101.98223352087066,2105
2020-01-08,102.190739165537,102.25877968139496,4652
2020-01-09,103.18793241763144,103.88710582332502,4202
2020-01-10,104.72682168872524,104.5378623422485,4670
2020-01-13,103.10729104226712,103.66289849647889,2753
2020-01-14,104.4475712176639,104.14479943301853,4031
2020-01-15,103.41168532429387,104.00441638867939,3352
2020-01-16,103.22554561670377,104.13782818023454,2938
2020-01-17,103.81712527782908,104.06522601946808,1370
2020-01-20,101.44993901487109,101.69483853147003,2880
2020-01-21,99.96295009288514,100.54107722032421,1852
2020-01-22,100.09608674036629,98.16866902544403,1383
2020-01-23,98.29166328066309,99.15449206561071,2931
2020-01-24,99.3122026040525,98.02449965863087,3492
2020-01-27,97.4214790451699,97.80511200179716,1424
2020-01-28,96.83893086012107,96.01419382385035,3208
2020-01-29,98.76046185041393,97.39233680222453,4249
2020-01-30,96.57807898953479,98.39431463328769,1628
2020-01-31,97.48298181655113,97.64757884363043,4779
2020-02-03,96.74521732166318,96.62993319893826,1894
2020-02-04,95.81077584052623,95.88883824410813,3537
2020-02-05,96.20879405994324,96.26174153686915,4064
2020-02-06,94.57023495247738,94.91063849136542,3374
2020-02-07,95.2912204579174,94.60642945208667,1597
2020-02-10,94.5694482565661,95.14542028398571,4062
2020-02-11,94.93948415529879,94.10871483288823,3336
2020-02-12,93.88109693389008,92.9755955629096,1592
2020-02-13,95.77496602778602,95.39210711626546,2687
2020-02-14,95.38672898894926,96.34304736732764,4644
2020-02-17,94.29115343101834,94.96006741411134,1572
2020-02-18,95.14122236124797,95.18317538795384,4425
2020-02-19,94.33388387637591,93.96202895302754,3075
2020-02-20,94.13502915978137,94.18470387458281,4001
2020-02-21,92.53073870475993,93.42422526809214,3090
2020-02-24,92.09536562673603,91.24863295352908,2704
2020-02-25,91.69008881499828,91.46954728687797,3470
2020-02-26,91.82998127719391,92.50813477029375,4669
2020-02-27,92.76496828554978,92.28375590398106,1176
2020-02-28,91.8446753555688,91.91919196916922,1528
2020-03-02,90.72854707890136,91.64943442194779,2633
2020-03-03,89.76504420066415,90.23328672641583,1965
2020-03-04,88.6138471872152,89.53063202947321,2517
2020-03-05,88.9128476347477,89.45241914858686,1197
2020-03-06,90.15493579258204,90.17169954589092,3657
2020-03-09,91.32756354869338,90.85566493116353,4648
2020-03-10,88.88976842407507,88.6859464471387,3889
2020-03-11,88.94083844218336,89.08970630174584,1852
2020-03-12,89.08000921676322,87.66620608390542,4588
2020-03-13,86.88281677136158,88.44654826321676,2537
2020-03-16,88.71786799376068,88.77330495265538,3069
2020-03-17,90.01649283414582,90.13006529213216,4183
2020-03-18,89.82304723342861,89.11421266722168,2080
2020-03-19,90.29499985469937,90.76731018548627,4137
2020-03-20,89.58315866099188,89.3441156431671,3889
2020-03-23,89.53752993169783,90.299265297017,1097
2020-03-24,91.03710994882374,90.20076605220784,4215
2020-03-25,91.37689120682751,90.5479317304566,2903
2020-03-26,90.14681892879075,89.52917801967467,1434
2020-03-27,89.07366112040563,88.63766634690757,1636
2020-03-30,87.52366375340468,88.7103598801082,4750
2020-03-31,88.1409478408366,88.47052882518733,4157
2020-04-01,90.33727796241195,90.03082649072968,1587
2020-04-02,89.42205801960506,90.28513379790387,1343
2020-04-03,90.88941594906122,91.10147377443782,2317
2020-04-06,90.9764401321166,91.29047830807093,2979
2020-04-07,90.80963901376721,90.75262960212713,1570
2020-04-08,91.09837575904591,92.13325249902157,4721
2020-04-09,92.98835124499735,92.4407718743516,1610
2020-04-10,92.17874703433107,92.53430475711593,2727
2020-04-13,93.86346142192578,94.52372608757626,3290
2020-04-14,90.88927192759155,91.9314167519617,2854
2020-04-15,91.97840965981987,92.79407144263811,3608
2020-04-16,92.47625360461853,92.6069684691107,1959
2020-04-17,92.36709031595291,91.417093551265,3079
2020-04-20,91.61927412207693,92.8970725503163,3438
2020-04-21,90.52759082961768,89.5196151730555,3324
2020-04-22,90.55093491112981,90.02443371434686,1531
2020-04-23,90.43694600485094,89.85309062822941,2177
2020-04-24,92.64652050425964,91.67605342468411,3430
2020-04-27,90.80295778015517,91.35423358485869,2091
2020-04-28,89.75903142515806,90.5420373845389,2901
2020-04-29,88.99024160877708,90.09056211034687,1883
2020-04-30,91.54302600667589,91.60185948546062,3261
2020-05-01,91.45093778876802,91.35052211134797,2678
2020-05-04,90.56620242136871,90.47191643917863,3423
2020-05-05,91.24724650309722,91.58930577408148,3791
2020-05-06,90.64159521563616,91.79907498374766,3260
2020-05-07,93.39586071962665,91.55918082224974,3126
2020-05-08,91.53554222692848,91.7696316708658,2749
2020-05-11,91.19796688664556,91.49385586049856,3675
2020-05-12,91.1140446481603,90.60237958453096,3651
2020-05-13,89.52815100394719,89.97549979473463,1781
2020-05-14,89.69570867728298,89.50873887162714,4994
2020-05-15,89.44958470960064,89.90761016405908,4452
2020-05-18,90.08566957253376,89.76339948182382,4048
2020-05-19,90.55636050882812,89.62313778438134,3727
2020-05-20,88.87268754161768,87.6518399750926,3105
2020-05-21,88.57592550909455,87.05930675447769,4867
2020-05-22,87.18100984103248,88.23387021086056,4097
2020-05-25,86.13953799989716,86.21085973586729,1880
2020-05-26,86.41016123831062,85.97735852363229,1446
2020-05-27,86.90496801131933,85.80041049837313,3113
2020-05-28,89.31038721562098,88.44381058254075,4992
2020-05-29,88.09163695435994,88.2763243725136,2783
2020-06-01,89.96019481967042,90.0164272400083,2277
2020-06-02,89.04196979488444,89.62588228884526,4970
2020-06-03,86.98876199390119,86.85812735628605,2991
2020-06-04,86.66963646579559,88.30190655609783,2067
2020-06-05,86.40849052743384,87.72680160686252,4168
2020-06-08,90.11074626783295,89.53674528409769,2577
2020-06-09,89.54345899466509,88.25709715363409,2011
2020-06-10,89.16336690353396,90.95381863969986,3274
2020-06-11,89.12609619766744,89.07884935031745,1773
2020-06-12,88.43706519643466,87.78225817260127,3726
2020-06-15,90.58229112323943,90.25906557659955,4507
2020-06-16,90.3699177175997,91.71958959645114,2814
2020-06-17,90.5391738637655,91.9828817495798,3648
2020-06-18,90.25848635348683,90.66331244555599,3426
2020-06-19,91.64779041159207,92.08152936729856,2201
2020-06-22,89.03385781220285,90.80900891306379,2450
2020-06-23,90.94201079421501,91.3486225223673,4986
2020-06-24,93.04414658817954,93.30020956526857,3756
2020-06-25,92.5171807105599,92.22117808012914,1306
2020-06-26,92.52725784602309,91.57148323460065,1778
2020-06-29,92.26571367841194,91.32544886920473,3551
2020-06-30,91.06451116424445,91.05861797108848,3315
2020-07-01,89.0950291240849,88.80181367135805,4657
2020-07-02,91.00353495488669,89.66768523986438,1007
2020-07-03,88.6841605565429,88.1602557859602,4991
2020-07-06,89.13510841612731,88.57634911156295,3555
2020-07-07,88.19665699238203,88.29866661151378,1475
2020-07-08,89.8576963213385,90.45465508412687,2320
2020-07-09,88.90322044265636,89.4345589516195,3211
2020-07-10,88.36650812897254,87.86808883060107,1484
2020-07-13,89.19342687916213,88.97204228149717,4668
2020-07-14,88.21961539824036,88.70637762734248,4143
2020-07-15,88.19173958238562,87.97220827118335,3614
2020-07-16,89.41417183089635,89.65827814723642,1904
2020-07-17,88.21632660151965,88.43813753718598,1558
2020-07-20,88.22025673749559,87.8635731187742,4982
2020-07-21,89.35962463474578,88.66031589352741,2967
2020-07-22,88.06396610803525,88.72243826477265,3285
2020-07-23,88.69825372731489,87.85181647937804,2127
2020-07-24,87.45508628451819,86.99193465534064,2233
2020-07-27,86.3172901376822,86.55748838712044,3601
2020-07-28,87.47962613007928,87.87120729609966,3875
2020-07-29,87.71574234446744,87.891643878002,1467
2020-07-30,87.54415513960342,88.5241559641709,4525
2020-07-31,87.1789779215884,87.67984333241617,4339
2020-08-03,87.24485203981192,88.48221017753175,3433
2020-08-04,88.96934765755532,88.15582468716747,3822
2020-08-05,87.84670021439088,87.16415824725452,1847
2020-08-06,89.88041307645898,89.30578428047804,3434
2020-08-07,90.0793044818953,89.99011746439187,3924
2020-08-10,87.96263906706243,88.5515949878339,1258
2020-08-11,88.92145842816498,89.20401440690681,1282
2020-08-12,88.4537241716915,87.85804104717417,2649
2020-08-13,88.38505759037403,88.66467103604452,2898
2020-08-14,90.51121628891359,89.45341443792755,1039
2020-08-17,89.21387205639662,90.20882312706917,3533
2020-08-18,90.1100004809452,89.67547926702437,3976
2020-08-19,91.06567179575826,90.36373921275856,3267
2020-08-20,91.75438362739402,91.17304833886641,4200
2020-08-21,93.2485618713954,93.87650714277716,2014
2020-08-24,93.7633217399842,93.03618199915607,4071
2020-08-25,91.88938901014464,93.05379171028146,4591
2020-08-26,91.8483740477912,91.20366093219712,1612
2020-08-27,91.02114658833781,90.86409304046552,3975
2020-08-28,90.49272103028254,90.22982072330964,2915
2020-08-31,91.15171273587723,92.06122078864286,1687
2020-09-01,90.63978023589354,90.67153781457144,4690
2020-09-02,92.55453378272566,92.24743062823572,1612
2020-09-03,92.01307109677862,92.42241060546615,3307
2020-09-04,93.29769473189792,93.76595579088318,4037
2020-09-07,93.81890402183792,93.20175557948062,4013
2020-09-08,95.66239673023772,95.9496582256424,3413
2020-09-09,95.93600527509233,96.66214165926365,2781
2020-09-10,95.00476378009587,95.70957736604358,2810
2020-09-11,95.01519084446953,95.19412542719417,3591
2020-09-14,94.55444360779175,96.29991978483557,3696
2020-09-15,95.84859258970621,94.69244960621012,2547
2020-09-16,94.64423128886426,95.00029450301659,2930
2020-09-17,97.00666180152469,96.11429259320404,3861
2020-09-18,96.19111343832412,97.37545937354997,4958
2020-09-21,95.1904544307192,94.83697370266954,4087
2020-09-22,93.45150421856405,94.54352216469057,2152
2020-09-23,93.47701686707755,94.11629921693974,1574
2020-09-24,94.11503025301256,93.85705348337099,4180
2020-09-25,94.89959228936345,94.63243288794783,2910
2020-09-28,93.15931639397422,93.91640088120747,2012
2020-09-29,93.35053437622533,93.08581962500064,4604
2020-09-30,93.4788947691163,93.55891069517205,1669
2020-10-01,92.74837062716155,92.48600298204776,1268
2020-10-02,93.08446942941364,92.42319017962117,4233
2020-10-05,92.1336930670853,92.6641384908806,2283
2020-10-06,91.17171425453014,91.23383683220186,1923
2020-10-07,92.57522637294264,92.2206360600609,2125
2020-10-08,92.84981157136349,92.3793922367702,2529
2020-10-09,93.75543842729846,93.96432305137017,2758
2020-10-12,94.91044911404238,94.12328432440788,2594
2020-10-13,93.69735363223344,93.68900289565984,1246
2020-10-14,92.3158578994828,93.00250222044194,4711
2020-10-15,92.71162064414499,92.10390518556041,4866
2020-10-16,93.71248158530719,93.80158724268213,4908
2020-10-19,93.64042025525688,94.74344114030104,2560
2020-10-20,98.18646451257635,97.37751762537351,3178
2020-10-21,97.70193684329335,99.38951483883113,3400
2020-10-22,100.20337210425569,99.8983037902759,3243
2020-10-23,100.87909479029261,100.29029012120688,4864
2020-10-26,101.42220216754882,101.26630276156303,2939
2020-10-27,101.47026354772429,101.2580815120124,1929
2020-10-28,102.57062449847609,101.77588997195102,4737
2020-10-29,101.4722470942163,101.23444005793041,4453
2020-10-30,99.80780633930141,100.26790665842755,4069
2020-11-02,99.60309142377027,100.32756031915616,3692
2020-11-03,100.01234475767659,99.61789679807194,1226
2020-11-04,102.65245813830336,102.5837995825236,3748
2020-11-05,101.03097693084077,100.3201935998738,4547
2020-11-06,101.09553570440399,101.09064263968583,4548
2020-11-09,99.9390751220296,100.46373832739629,1264
2020-11-10,98.99606840782498,99.91941493429877,2395
2020-11-11,100.15695156947302,100.76727953142259,4557
2020-11-12,99.82365994164036,99.98083410772817,2457
2020-11-13,98.9876290890797,99.29104148728776,1645
2020-11-16,98.05809970006702,99.34049085286478,3258
2020-11-17,98.9256031253212,99.48439820862981,4643
2020-11-18,99.20999401839664,99.84283789008356,4448
2020-11-19,98.42493226525872,99.09629062937188,2418
2020-11-20,100.26139458199721,99.04122810782353,2473
2020-11-23,98.54026215241315,98.13904496987145,3990
2020-11-24,100.52996535314546,100.50431774368916,2387
2020-11-25,100.64228742352542,100.99523139542576,2899
2020-11-26,99.39647866666292,99.40037806530272,3504
2020-11-27,98.94495912860897,99.71112920012514,3772
2020-11-30,98.63199648428214,98.17799684670548,4799
2020-12-01,100.70346718089009,98.7578084349768,2249
2020-12-02,98.58287422346066,97.71280148677134,1981
2020-12-03,99.09080439499893,98.77016339531235,2154
2020-12-04,98.6695667982736,98.46947170774962,1587
2020-12-07,99.86941595975819,98.81046490853043,1475
2020-12-08,99.57201411576864,98.88090310021637,2821
2020-12-09,98.03862903321605,99.59861232082633,1985
2020-12-10,98.78339152994745,97.87413179517904,4348
2020-12-11,97.577713986103,97.64308340560109,3203
2020-12-14,98.70805887070924,99.03020693793016,4831
2020-12-15,99.71047783914508,99.34482914302176,2241
2020-12-16,98.61966724009565,98.59292825677618,1189
2020-12-17,99.36215694344565,98.90611469024273,2440
2020-12-18,100.38829579940446,101.30710431638565,1980
2020-12-21,101.8423048319884,102.36672232299885,2698
2020-12-22,100.56274413617108,100.3524582271253,2715
2020-12-23,100.16505266653054,100.69829055584883,3593
2020-12-24,101.77951657904254,101.38170065191949,1040
2020-12-25,100.85036156511504,100.383638484902,3354
2020-12-28,100.5376583134396,101.47358541457984,1942
2020-12-29,102.17006347172696,101.53073055532846,1337
2020-12-30,101.35832694728781,101.06712465333045,2337
2020-12-31,101.27340394254962,100.988949220262,2098
2021-01-01,98.29263174129234,98.29518916143081,4000
2021-01-04,97.14481481445519,96.96520285362071,3326
2021-01-05,96.7048756254018,96.462772106415,4247
2021-01-06,95.1924195480934,95.63638555342287,1895
2021-01-07,96.02943324099637,97.55501748226301,4733
2021-01-08,95.64458143936001,95.70867748296965,3320
2021-01-11,95.0935716866783,94.99490415301844,3884
2021-01-12,95.25625783898052,94.46455030420776,3667
2021-01-13,95.9233674215388,96.02918487791126,2674
2021-01-14,94.58535128806538,94.97326720609219,3909
2021-01-15,96.81561973709093,95.98428720934483,4854
2021-01-18,96.27949879451572,96.20579071995132,4930
2021-01-19,95.65851806908242,95.34609268284466,1930
2021-01-20,95.79403038272461,96.04471757183775,1288
2021-01-21,95.99380895998071,95.9436815012033,1723
2021-01-22,95.84785591606204,95.62196483498715,3940
2021-01-25,95.19049373395539,95.48075330546914,3319
2021-01-26,95.1112628896728,94.07546921802538,2953
2021-01-27,94.94558220210105,94.70705214954418,2089
2021-01-28,95.62160240725845,95.76680674311379,1482
2021-01-29,97.27028127538564,96.82001996569942,1935
2021-02-01,96.29811872410997,96.48701620329122,3295
2021-02-02,98.08071090211764,99.08546062912123,1155
2021-02-03,96.99587547621364,96.97737833927553,2070
2021-02-04,95.76890866728154,96.10949088292618,2958
2021-02-05,96.71109370279518,97.54989259330084,3501
2021-02-08,96.86565586347382,97.15985512121196,3248
2021-02-09,97.18631081496717,96.29427888723129,2683
